AF.01.1109,Shighnan District__Shighnan District
NP.00.11770999,Namtar__Nāmṭār
NP.00.11771049,Bhanumati__Bhānumati̇̄
NP.00.11771050,Arunodaya__Aruṇodaya
NP.00.11771051,Ghirin Sundhara__Ghiriṅ Sundhārā
NP.00.11771052,Sabhun Bhagavatipur__Sābhun Bhagavati̇̄pur
NP.00.11771053,Chhan__Chhāṅ
NP.00.11771054,Majhkot__Mājhkot
NP.00.11771056,Bhimad__Bhimād
NP.00.11771203,Rani Pokhari__Rāni̇̄ Pokhari̇̄
NP.00.11771204,Kot Darbar__Koṭ Darbār
NP.00.11771205,Jamune__Jāmune
NP.00.11771792,Bakamalan__Bākāmalāṅ
NP.00.11771793,Ruchan__Ruchāṅ
NP.00.11771794,Hupsekot__Hupsekoṭ
NP.00.11771795,Dedgau__Ḍeḍgāũ
NP.00.11771796,Mithukaram__Miṭhukaram
NP.00.11771797,Naram__Naram
NP.00.11771798,Jaubari__Jaubāri̇̄
NP.00.11771815,Rakuwa__Rakuwā
NP.00.11771917,Ramjakot__Rāmjākoṭ
NP.00.11771918,Bharatipur__Bhārati̇̄pur
NP.00.11771919,Bulintar__Buliṅṭār
NP.00.11771920,Bhirkot__Bhirkoṭ
NP.00.11771921,Dadajhari__Ḍāḍājhā̃ri̇̄
NP.00.11772001,Byas__Byās
NP.00.11772002,Shivapur__Shivapur
NP.00.11772003,Pokhari Bhanjyan__Pokhari̇̄ Bhañjyāṅ
NP.00.11772004,Ghasikuwa__Ghāsi̇̄kuwā
NP.00.11772005,Keshavtar__Keshavṭār
NP.00.11772048,Moli__Moli̇̄
NP.00.11772049,Waksa__Wāksā
NP.00.11772050,Mangaltar__Maṅgalṭār
NP.00.11772051,Badahare__Baḍahare
NP.00.11772052,Durchhim__Durchhim
NP.00.11772053,Chyasimtar__Chyāsimṭār
NP.00.11772054,Basbote__Bā̃sboṭe
NP.00.11772067,Bar Bhanjyan__Bar Bhañjyāṅ
NP.00.11772119,Bandipur__Bandi̇̄pur
NP.00.11772120,Dharampani__Dharampāni̇̄
NP.00.11772121,Chyanlin__Chyāṅliṅ
NP.00.11772151,Salle__Salle
NP.00.11772152,Mahadevsthan__Mahādevsthān
NP.00.11772153,Arkhaule__Arkhaule
NP.00.11772154,Dhitun__Dhituṅ
NP.00.11772155,Lamidada__Lāmi̇̄ḍā̃ḍā
NP.00.11772156,Buipa__Buipā
NP.00.11772157,Rajapani__Rājāpāni̇̄
NP.00.11772158,Bijayakharka__Bijayakharka
NP.00.11772159,Nunthala__Nunthalā
NP.00.11772177,Kotthar__Koṭthar
NP.00.11772214,Ratanpur__Ratanpur
NP.00.11772215,Baidi__Baidi̇̄
NP.00.11772216,Chhipchhipe__Chhipchhipe
NP.00.11772220,Kota__Koṭā
NP.00.11772423,Devghat__Devghāṭ
NP.00.11772424,Deurali__Deurāli̇̄
NP.00.11772425,Chhimkeshwari__Chhimkeshwari̇̄
NP.00.11772426,Kabilas__Kabilās
NP.00.11772520,Rupatar__Rupāṭār
NP.00.11772521,Baraha__Bārāhā
NP.00.11772522,Thanagau__Thānāgāũ
NP.00.11772523,Lekhgau__Lekhgāũ
NP.00.11772524,Iname__Īname
NP.00.11772605,Mirkot__Mirkoṭ
NP.00.11772606,Dhuwakot__Dhũwākoṭ
NP.00.11772607,Deurali__Deurāli̇̄
NP.00.11772609,Abu Khaireni__Ā̃bu Khaireni̇̄
NP.00.11772610,Manakamana__Manakāmanā
NP.00.11772612,Prithvi Narayan__Prithvi̇̄ Nārāyaṇ
NP.00.11772613,Bakran__Bakrān
NP.00.11772680,Gorakhkali__Gorakhkāli̇̄
NP.00.11772681,Bunkot__Buṅkoṭ
NP.00.11772682,Raniswara__Rāni̇̄swārā
NP.00.11772683,Warkan Bhogteni__Warkāṅ Bhogṭeni̇̄
NP.00.11772685,Ghairun__Ghairuṅ
NP.00.11772686,Taklun__Tākluṅ
NP.00.11772687,Makaisin__Makaisiṅ
NP.00.11772688,Phujel__Phujel
NP.00.11772689,Namjun__Nāmjuṅ
NP.00.11772691,Tanglichok__Tāṅglīchok
NP.00.11772727,Chandi Bhanjyan__Chaṇḍi̇̄ Bhañjyāṅ
NP.00.11772728,Dahakhani__Dāhākhāni̇̄
NP.00.11772729,Darechok__Dārechok
NP.00.11772962,Bhumlichok__Bhumli̇̄chok
NP.00.11772963,Jogimara__Jogi̇̄mārā
NP.00.11772964,Dhusa__Dhusā
NP.00.11772965,Kaule__Kāule
NP.00.11772966,Darbun__Darbuṅ
NP.00.11773134,Khari__Khari̇̄
NP.00.11773135,Dhola__Ḍholā
NP.00.11773136,Chainpur__Chainpur
NP.00.11773137,Salyantar__Salyānṭār
NP.00.11773138,Jyamrun__Jyāmruṅ
NP.00.11773139,Murali Bhanjyan__Murali̇̄ Bhañjyāṅ
NP.00.11773174,Sankos__Sāṅkos
NP.00.11773175,Nilkantha__Nilkaṇṭha
NP.00.11773176,Taruka__Tārukā
NP.00.11773177,Dhuwakot__Dhuwākoṭ
NP.00.11773178,Katunje__Kaṭunje
NP.00.11773179,Semjun__Semjuṅ
NP.00.11773219,Khalte__Khālṭe
NP.00.11773220,Sunaula Bajar__Sunaulā Bajār
NP.00.11773221,Kalleri__Kalleri̇̄
NP.00.11773222,Baireni__Baireni̇̄
NP.00.11773223,Pida__Piḍā
NP.00.11773245,Tamsariya__Tamsariyā
NP.00.11773246,Kolhuwa__Kolhuwā
NP.00.11773247,Kumarbarti__Kumārbarti̇̄
NP.00.11773248,Agyauli__Agyauli̇̄
NP.00.11773249,Kawasoti__Kāwāsoti̇̄
NP.00.11773298,Nametar__Nāmeṭār
NP.00.11773299,Tamlichha__Tāmlichhā
NP.00.11773300,Balamta__Balamtā
NP.00.11773301,Batase__Batāse
NP.00.11773302,Jate__Jā̃te
NP.00.11773303,Laphagau__Lāphāgāũ
NP.00.11773331,Meghauli__Meghauli̇̄
NP.00.11773332,Gardi__Gardi̇̄
NP.00.11773380,Bamran__Bāmrāṅ
NP.00.11773381,Chiuridada__Chiuri̇̄ḍā̃ḍā
NP.00.11773382,Laphyan__Laphyāṅ
NP.00.11773383,Khalle__Khālle
NP.00.11773384,Mattimbirta__Māttimbirtā
NP.00.11773385,Temma__Ṭemmā
NP.00.11773386,Yamkha__Yamkhā
NP.00.11773402,Ratanchha__Ratanchhā
NP.00.11773574,Nirmali Dada__Nirmali̇̄ Ḍā̃ḍā
NP.00.11773575,Khidima__Khidimā
NP.00.11773576,Chyan Dada__Chyān Ḍā̃ḍā
NP.00.11773577,Lekharka__Lekharka
NP.00.11773578,Nagi__Nāgi̇̄
NP.00.11773579,Khawa__Khāwā
NP.00.11773580,Gogane__Gogane
NP.00.11773582,Kot__Koṭ
NP.00.11773583,Annapurna__Annapurṇa
NP.00.11773597,Mukundapur__Mukundapur
NP.00.11773599,Mangalpur__Maṅgalpur
NP.00.11773600,Phulbari__Phūlbāri̇̄
NP.00.11773601,Sharadanagar__Shāradānagar
NP.00.11773602,Amarapuri__Amarāpuri̇̄
NP.00.11773603,Gunjanagar__Guñjanagar
NP.00.11773630,Gaidakot__Gai̇̃ḍākoṭ
NP.00.11773631,Bharatapur__Bharatapur
NP.00.11773641,Shivanagar__Shivanagar
NP.00.11773642,Dibyanagar__Dibyanagar
NP.00.11773643,Parbatipur__Pārbati̇̄pur
NP.00.11773644,Shukranagar__Shukranagar
NP.00.11773645,Patihani__Paṭihāni̇̄
NP.00.11773646,Jagatpur__Jagatpur
NP.00.11773664,Gitanagar__Gitānagar
NP.00.11773684,Shaktikhor__Shakti̇̄khor
NP.00.11773685,Jutpani__Juṭpāni̇̄
NP.00.11773686,Pithuwa__Piṭhūwā
NP.00.11773687,Panchakanya__Pañchakanyā
NP.00.11773688,Chainpur__Chainpur
NP.00.11773689,Birendranagar__Birendranagar
NP.00.11796041,Chhorambu__Chhorambu
NP.00.11796042,Lichki Ramche__Lichki̇̄ Rāmche
NP.00.11796043,Simpani__Simpāni̇̄
NP.00.11796044,Sapteshwar Chhita Pokhari__Sapṭeshwar Chhitā Pokhari̇̄
NP.00.11796045,Dadagau__Ḍā̃ḍāgāũ
NP.00.11796046,Indrayani Pokhari__Indrāyaṇi̇̄ Pokhari̇̄
NP.00.11796047,Badka Diyale__Baḍkā Diyāle
NP.00.11796048,Khotan Bajar__Khoṭāṅ Bajār
NP.00.11796049,Chiprin__Chipriṅ
NP.00.11796050,Chhita Pokhari__Chhitā Pokhari̇̄
NZ.F6.002,Whangarei__Whangarei
NZ.E8.025,Whakatane District__Whakatane District
NZ.G3.057,Westland District__Westland District
NZ.G1.020,Waitomo District__Waitomo District
NZ.F2.029,Wairoa District__Wairoa District
NZ.E9.066,Waimate District__Waimate District
NZ.E9.064,Timaru District__Timaru District
NZ.G1.011,Thames-Coromandel District__Thames-Coromandel District
NZ.G1.021,Taupo District__Taupo District
NZ.F9.034,Stratford District__Stratford District
NZ.E8.024,Rotorua District__Rotorua District
NZ.F3.038,Rangitikei District__Rangitikei District
NZ.G1.018,Otorohanga District__Otorohanga District
NZ.E8.027,Opotiki District__Opotiki District
NZ.F9.033,New Plymouth District__New Plymouth District
NZ.G2.048,Masterton District__Masterton District
NZ.E8.026,Kawerau District__Kawerau District
NZ.F2.030,Hastings District__Hastings District
NZ.F8.074,Gore District__Gore District
NZ.F1.028,Gisborne District__Gisborne District
NZ.G2.049,Carterton District__Carterton District
NZ.E7.076,Auckland__Auckland
NZ.E9.063,Ashburton District__Ashburton District
NZ.G3.055,Buller District__Buller District
NZ.F2.032,Central Hawke's Bay District__Central Hawke's Bay District
NZ.F7.069,Central Otago District__Central Otago District
NZ.E9.060,Christchurch City__Christchurch City
NZ.F7.072,Clutha District__Clutha District
NZ.F7.071,Dunedin City__Dunedin City
NZ.F6.001,Far North District__Far North District
NZ.G3.056,Grey District__Grey District
NZ.G1.016,Hamilton City__Hamilton City
NZ.G1.012,Hauraki District__Hauraki District
NZ.F3.042,Horowhenua District__Horowhenua District
NZ.E9.058,Hurunui District__Hurunui District
NZ.F8.075,Invercargill City__Invercargill City
NZ.E9.054,Kaikoura District__Kaikoura District
NZ.F6.003,Kaipara District__Kaipara District
NZ.G2.043,Kapiti Coast District__Kapiti Coast District
NZ.G2.046,Lower Hutt City__Lower Hutt City
NZ.E9.065,Mackenzie District__Mackenzie District
NZ.F3.039,Manawatu District__Manawatu District
NZ.F4.053,Marlborough District__Marlborough District
NZ.G1.015,Matamata-Piako District__Matamata-Piako District
NZ.F2.031,Napier City__Napier City
NZ.F5.052,Nelson City__Nelson City
NZ.F3.040,Palmerston North City__Palmerston North City
NZ.G2.044,Porirua City__Porirua City
NZ.F7.070,Queenstown-Lakes District__Queenstown-Lakes District
NZ.F3.036,Ruapehu District__Ruapehu District
NZ.E9.062,Selwyn District__Selwyn District
NZ.F8.073,Southland District__Southland District
NZ.F9.035,South Taranaki District__South Taranaki District
NZ.G1.019,South Waikato District__South Waikato District
NZ.G2.050,South Wairarapa District__South Wairarapa District
NZ.TAS.051,Tasman District__Tasman District
NZ.E8.023,Tauranga City__Tauranga City
NZ.G2.045,Upper Hutt City__Upper Hutt City
NZ.G1.013,Waikato District__Waikato District
NZ.E9.059,Waimakariri District__Waimakariri District
NZ.G1.017,Waipa District__Waipa District
NZ.F3.037,Wanganui District__Wanganui District
NZ.G2.047,Wellington City__Wellington City
NZ.E8.022,Western Bay of Plenty District__Western Bay of Plenty District
NZ.F3.041,Tararua District__Tararua District
NZ.E9.068,Waitaki District__Waitaki District
OM.07.11748046,Madha__Madha
PA.07.0707,Distrito de Tonosi__Distrito de Tonosí
PA.02.0413,Distrito de Tole__Distrito de Tolé
PA.08.0811,Distrito de Taboga__Distrito de Taboga
PA.10.0911,Distrito de Sona__Distrito de Soná
PA.10.0910,Distrito de Santiago__Distrito de Santiago
PA.06.0607,Distrito de Santa Maria__Distrito de Santa María
PA.04.0305,Distrito de Santa Isabel__Distrito de Santa Isabel
PA.10.0909,Distrito de Santa Fe__Distrito de Santa Fé
PA.08.0810,Distrito San Miguelito__Distrito San Miguelito
PA.02.0412,Distrito de San Lorenzo__Distrito de San Lorenzo
PA.10.0908,Distrito de San Francisco__Distrito de San Francisco
PA.02.0411,Distrito de San Felix__Distrito de San Félix
PA.13.0809,Distrito de San Carlos__Distrito de San Carlos
PA.10.0907,Distrito de Rio de Jesus__Distrito de Río de Jesús
PA.02.0410,Distrito de Renacimiento__Distrito de Renacimiento
PA.02.0409,Distrito de Remedios__Distrito de Remedios
PA.04.0304,Distrito de Portobelo__Distrito de Portobelo
PA.07.0706,Distrito de Pocri__Distrito de Pocrí
PA.05.0502,Distrito de Pinogana__Distrito de Pinogana
PA.06.0606,Distrito de Pese__Distrito de Pesé
PA.03.0206,Distrito Penonome__Distrito Penonomé
PA.07.0705,Distrito de Pedasi__Distrito de Pedasí
PA.06.0605,Distrito de Parita__Distrito de Parita
PA.08.0808,Distrito de Panama__Distrito de Panamá
PA.03.0205,Distrito de Ola__Distrito de Olá
PA.06.0604,Distrito de Ocu__Distrito de Ocú
PA.03.0204,Distrito de Nata__Distrito de Natá
PA.10.0906,Distrito de Montijo__Distrito de Montijo
PA.07.0704,Distrito de Macaracas__Distrito de Macaracas
PA.07.0703,Distrito de Los Santos__Distrito de Los Santos
PA.06.0603,Distrito de Los Pozos__Distrito de Los Pozos
PA.07.0702,Distrito de Las Tablas__Distrito de Las Tablas
PA.10.0905,Distrito de Las Palmas__Distrito de Las Palmas
PA.06.0602,Distrito de Las Minas__Distrito de Las Minas
PA.03.0203,Distrito de La Pintada__Distrito de La Pintada
PA.10.0904,Distrito de La Mesa__Distrito de La Mesa
PA.13.0807,Distrito de La Chorrera__Distrito de La Chorrera
PA.07.0701,Distrito de Guarare__Distrito de Guararé
PA.02.0408,Distrito de Gualaca__Distrito de Gualaca
PA.04.0303,Distrito de Donoso__Distrito de Donoso
PA.02.0407,Distrito de Dolega__Distrito de Dolega
PA.02.0406,Distrito de David__Distrito de David
PA.04.0301,Distrito de Colon__Distrito de Colón
PA.06.0601,Distrito de Chitre__Distrito de Chitré
PA.01.0103,Distrito Chiriqui Grande__Distrito Chiriquí Grande
PA.08.0806,Distrito de Chiman__Distrito de Chimán
PA.08.0805,Distrito de Chepo__Distrito de Chepo
PA.05.0501,Distrito de Chepigana__Distrito de Chepigana
PA.01.0102,Distrito de Changuinola__Distrito de Changuinola
PA.13.0804,Distrito de Chame__Distrito de Chame
PA.04.0302,Distrito de Chagres__Distrito de Chagres
PA.13.0803,Distrito de Capira__Distrito de Capira
PA.10.0903,Distrito de Canazas__Distrito de Cañazas
PA.10.0902,Distrito de Calobre__Distrito de Calobre
PA.02.0405,Distrito de Bugaba__Distrito de Bugaba
PA.02.0404,Distrito de Boquete__Distrito de Boquete
PA.02.0403,Distrito de Boqueron__Distrito de Boquerón
PA.01.0101,Distrito de Bocas del Toro__Distrito de Bocas del Toro
PA.02.0402,Distrito de Baru__Distrito de Barú
PA.08.0802,Distrito de Balboa__Distrito de Balboa
PA.10.0901,Distrito de Atalaya__Distrito de Atalaya
PA.13.0801,Distrito Arraijan__Distrito Arraiján
PA.03.0202,Distrito de Anton__Distrito de Antón
PA.02.0401,Distrito de Alanje__Distrito de Alanje
PA.03.0201,Distrito de Aguadulce__Distrito de Aguadulce
PA.10.0912,Mariato District__Mariato District
PA.11.1102,Sambu__Sambú
PA.12.1204,Nole Dueima__Nole Düima
PA.12.1203,Muena__Müna
PA.11.1101,Cemaco__Cémaco
PA.09.1001,El Porvenir__El Porvenir
PA.12.1202,Mirono__Mirono
PA.12.1207,Kusapin__Kusapín
PA.12.1206,Kankintu__Kankintú
PA.12.1201,Besiko__Besiko
PA.12.1205,Nurun__Nurun
PE.24.2403,Provincia de Zarumilla__Provincia de Zarumilla
PE.02.0220,Provincia de Yungay__Provincia de Yungay
PE.16.1606,Provincia de Ucayali__Provincia de Ucayali
PE.24.2401,Provincia de Tumbes__Provincia de Tumbes
PE.13.1301,Provincia de Trujillo__Provincia de Trujillo
PE.20.2007,Provincia de Talara__Provincia de Talara
PE.20.2006,Provincia de Sullana__Provincia de Sullana
PE.02.0219,Provincia de Sihuas__Provincia de Sihuas
PE.13.1310,Provincia de Santiago de Chuco__Provincia de Santiago de Chuco
PE.06.0613,Provincia de Santa Cruz__Provincia de Santa Cruz
PE.02.0218,Provincia de Santa__Provincia de Santa
PE.06.0611,Provincia de San Miguel__Provincia de San Miguel
PE.22.2209,Provincia de San Martin__Provincia de San Martín
PE.06.0609,Provincia de San Ignacio__Provincia de San Ignacio
PE.01.0106,Provincia de Rodriguez de Mendoza__Provincia de Rodríguez de Mendoza
PE.22.2208,Provincia de Rioja__Provincia de Rioja
PE.16.1605,Provincia de Requena__Provincia de Requena
PE.02.0216,Provincia de Pomabamba__Provincia de Pomabamba
PE.20.2001,Provincia de Piura__Provincia de Piura
PE.13.1308,Provincia de Pataz__Provincia de Pataz
PE.02.0215,Provincia de Pallasca__Provincia de Pallasca
PE.20.2005,Provincia de Paita__Provincia de Paita
PE.10.1008,Provincia de Pachitea__Provincia de Pachitea
PE.13.1307,Provincia de Pacasmayo__Provincia de Pacasmayo
PE.13.1306,Provincia de Otuzco__Provincia de Otuzco
PE.22.2201,Provincia de Moyobamba__Provincia de Moyobamba
PE.20.2004,Morropon__Morropon
PE.16.1601,Provincia de Maynas__Provincia de Maynas
PE.02.0213,Provincia de Mariscal Luzuriaga__Provincia de Mariscal Luzuriaga
PE.22.2206,Provincia de Mariscal Caceres__Provincia de Mariscal Cáceres
PE.10.1007,Provincia de Maranon__Provincia de Marañón
PE.01.0105,Provincia de Luya__Provincia de Luya
PE.16.1603,Provincia de Loreto__Provincia de Loreto
PE.10.1006,Provincia de Leoncio Prado__Provincia de Leoncio Prado
PE.14.1403,Provincia de Lambayeque__Provincia de Lambayeque
PE.22.2205,Provincia de Lamas__Provincia de Lamas
PE.06.0608,Provincia de Jaen__Provincia de Jaén
PE.02.0212,Provincia de Huaylas__Provincia de Huaylas
PE.02.0211,Provincia de Huarmey__Provincia de Huarmey
PE.02.0210,Provincia de Huari__Provincia de Huari
PE.02.0201,Provincia de Huaraz__Provincia de Huaraz
PE.10.1001,Provincia de Huanuco__Provincia de Huánuco
PE.20.2003,Provincia de Huancabamba__Provincia de Huancabamba
PE.10.1005,Provincia de Huamalies__Provincia de Huamalíes
PE.22.2204,Provincia de Huallaga__Provincia de Huallaga
PE.06.0607,Provincia de Hualgayoc__Provincia de Hualgayoc
PE.14.1402,Provincia de Ferrenafe__Provincia de Ferreñafe
PE.10.1003,Provincia de Dos de Mayo__Provincia de Dos de Mayo
PE.06.0606,Provincia de Cutervo__Provincia de Cutervo
PE.02.0209,Provincia de Corongo__Provincia de Corongo
PE.25.2501,Provincia de Coronel Portillo__Provincia de Coronel Portillo
PE.06.0605,Provincia de Contumaza__Provincia de Contumazá
PE.24.2402,Provincia de Contralmirante Villar__Provincia de Contralmirante Villar
PE.06.0604,Provincia de Chota__Provincia de Chota
PE.14.1401,Provincia de Chiclayo__Provincia de Chiclayo
PE.01.0101,Provincia de Chachapoyas__Provincia de Chachapoyas
PE.06.0603,Provincia de Celendin__Provincia de Celendín
PE.02.0208,Provincia de Casma__Provincia de Casma
PE.02.0206,Provincia de Carhuaz__Provincia de Carhuaz
PE.06.0601,Provincia de Cajamarca__Provincia de Cajamarca
PE.06.0602,Provincia de Cajabamba__Provincia de Cajabamba
PE.01.0103,Provincia de Bongara__Provincia de Bongará
PE.13.1303,Provincia de Bolivar__Provincia de Bolívar
PE.01.0102,Provincia de Bagua__Provincia de Bagua
PE.20.2002,Provincia de Ayabaca__Provincia de Ayabaca
PE.02.0203,Provincia de Antonio Raymondi__Provincia de Antonio Raymondi
PE.16.1602,Provincia de Alto Amazonas__Provincia de Alto Amazonas
PE.02.0202,Provincia de Aija__Provincia de Aija
PE.11.1101,Provincia de Ica__Provincia de Ica
PE.15.1510,Provincia de Yauyos__Provincia de Yauyos
PE.12.1208,Provincia de Yauli__Provincia de Yauli
PE.05.0510,Provincia de Victor Fajardo__Provincia de Víctor Fajardo
PE.08.0813,Provincia de Urubamba__Provincia de Urubamba
PE.09.0907,Provincia de Tayacaja__Provincia de Tayacaja
PE.12.1207,Provincia de Tarma__Provincia de Tarma
PE.23.2304,Provincia de Tarata__Provincia de Tarata
PE.17.1701,Provincia de Tambopata__Provincia de Tambopata
PE.17.1703,Provincia de Tahuamanu__Provincia de Tahuamanú
PE.23.2301,Provincia de Tacna__Provincia de Tacna
PE.12.1206,Provincia de Satipo__Provincia de Satipo
PE.21.2111,San Roman__San Roman
PE.21.2112,Provincia de Sandia__Provincia de Sandia
PE.02.0217,Provincia de Recuay__Provincia de Recuay
PE.08.0812,Provincia de Quispicanchis__Provincia de Quispicanchis
PE.21.2101,Provincia de Puno__Provincia de Puno
PE.11.1105,Provincia de Pisco__Provincia de Pisco
PE.08.0811,Provincia de Paucartambo__Provincia de Paucartambo
PE.19.1901,Provincia de Pasco__Provincia de Pasco
PE.08.0810,Provincia de Paruro__Provincia de Paruro
PE.05.0507,Provincia de Parinacochas__Provincia de Parinacochas
PE.11.1104,Provincia de Palpa__Provincia de Palpa
PE.19.1903,Provincia de Oxapampa__Provincia de Oxapampa
PE.11.1103,Provincia de Nazca__Provincia de Nazca
PE.21.2108,Provincia de Melgar__Provincia de Melgar
PE.18.1801,Provincia de Mariscal Nieto__Provincia de Mariscal Nieto
PE.17.1702,Provincia de Manu__Provincia de Manú
PE.05.0506,Provincia de Lucanas__Provincia de Lucanas
PE.04.0408,Provincia de La Union__Provincia de La Unión
PE.21.2107,Provincia de Lampa__Provincia de Lampa
PE.05.0505,Provincia de La Mar__Provincia de La Mar
PE.08.0809,Provincia de La Convencion__Provincia de La Convención
PE.12.1205,Provincia de Junin__Provincia de Junín
PE.12.1204,Provincia de Jauja__Provincia de Jauja
PE.04.0407,Provincia de Islay__Provincia de Islay
PE.18.1803,Provincia de Ilo__Provincia de Ilo
PE.15.1507,Provincia de Huarochiri__Provincia de Huarochirí
PE.15.1506,Provincia de Huaral__Provincia de Huaral
PE.05.0504,Provincia de Huanta__Provincia de Huanta
PE.12.1201,Provincia de Huancayo__Provincia de Huancayo
PE.09.0901,Provincia de Huancavelica__Provincia de Huancavelica
PE.21.2106,Provincia de Huancane__Provincia de Huancané
PE.05.0501,Provincia de Huamanga__Provincia de Huamanga
PE.03.0307,Provincia de Grau__Provincia de Grau
PE.18.1802,Provincia de General Sanchez Cerro__Provincia de General Sánchez Cerro
PE.08.0808,Provincia de Espinar__Provincia de Espinar
PE.19.1902,Provincia de Daniel Carrion__Provincia de Daniel Carrión
PE.08.0801,Provincia de Cusco__Provincia de Cusco
PE.03.0305,Provincia de Cotabambas__Provincia de Cotabambas
PE.04.0406,Provincia de Condesuyos__Provincia de Condesuyos
PE.12.1202,Provincia de Concepcion__Provincia de Concepción
PE.08.0807,Provincia de Chumbivilcas__Provincia de Chumbivilcas
PE.21.2104,Provincia de Chucuito__Provincia de Chucuito
PE.11.1102,Provincia de Chincha__Provincia de Chincha
PE.12.1203,Chanchamayo__Chanchamayo
PE.04.0405,Provincia de Caylloma__Provincia de Caylloma
PE.09.0904,Provincia de Castrovirreyna__Provincia de Castrovirreyna
PE.04.0404,Provincia de Castilla__Provincia de Castilla
PE.04.0403,Provincia de Caraveli__Provincia de Caravelí
PE.21.2103,Provincia de Carabaya__Provincia de Carabaya
PE.15.1504,Provincia de Canta__Provincia de Canta
PE.05.0502,Provincia de Cangallo__Provincia de Cangallo
PE.15.1505,Provincia de Canete__Provincia de Cañete
PE.08.0806,Provincia de Canchis__Provincia de Canchis
PE.08.0805,Provincia de Canas__Provincia de Canas
PE.04.0402,Provincia de Camana__Provincia de Camaná
PE.08.0804,Provincia de Calca__Provincia de Calca
PE.15.1503,Provincia de Cajatambo__Provincia de Cajatambo
PE.02.0205,Provincia de Bolognesi__Provincia de Bolognesi
PE.21.2102,Provincia de Azangaro__Provincia de Azángaro
PE.03.0304,Provincia de Aymaraes__Provincia de Aymaraes
PE.04.0401,Provincia de Arequipa__Provincia de Arequipa
PE.03.0303,Provincia de Antabamba__Provincia de Antabamba
PE.08.0803,Provincia de Anta__Provincia de Anta
PE.09.0903,Provincia de Angaraes__Provincia de Angaraes
PE.03.0302,Provincia de Andahuaylas__Provincia de Andahuaylas
PE.10.1002,Provincia de Ambo__Provincia de Ambo
PE.08.0802,Provincia de Acomayo__Provincia de Acomayo
PE.09.0902,Provincia de Acobamba__Provincia de Acobamba
PE.03.0301,Provincia de Abancay__Provincia de Abancay
PE.12.1209,Provincia de Chupaca__Provincia de Chupaca
PE.09.0905,Provincia de Churcampa__Provincia de Churcampa
PE.05.0509,Provincia de Sucre__Provincia de Sucre
PE.05.0503,Provincia de Huanca Sancos__Provincia de Huanca Sancos
PE.05.0511,Provincia de Vilcas Huaman__Provincia de Vilcas Huamán
PE.13.1309,Sanchez Carrion__Sanchez Carrion
PE.01.0104,Condorcanqui__Condorcanqui
PE.01.0107,Utcubamba__Utcubamba
PE.02.0204,Asuncion__Asuncion
PE.02.0207,Carlos Fermin Fitzcarrald__Carlos Fermin Fitzcarrald
PE.02.0214,Ocros__Ocros
PE.03.0306,Chincheros__Chincheros
PE.05.0508,Paucar Del Sara Sara__Paucar Del Sara Sara
PE.06.0610,San Marcos__San Marcos
PE.06.0612,San Pablo__San Pablo
PE.09.0906,Huaytara__Huaytara
PE.10.1004,Huacaybamba__Huacaybamba
PE.10.1009,Puerto Inca__Puerto Inca
PE.10.1010,Lauricocha__Lauricocha
PE.10.1011,Yarowilca__Yarowilca
PE.13.1302,Ascope__Ascope
PE.13.1304,Chepen__Chepen
PE.13.1305,Julcan__Julcan
PE.13.1311,Gran Chimu__Gran Chimu
PE.13.1312,Viru__Viru
PE.15.1502,Barranca__Barranca
PE.15.1508,Huaura__Huaura
PE.15.1509,Oyon__Oyon
PE.16.1604,Mariscal Ramon Castilla__Mariscal Ramon Castilla
PE.16.1607,Datem Del Maranon__Datem Del Marañon
PE.20.2008,Sechura__Sechura
PE.21.2105,El Collao__El Collao
PE.21.2109,Moho__Moho
PE.21.2110,San Antonio De Putina__San Antonio De Putina
PE.21.2113,Yunguyo__Yunguyo
PE.22.2202,Bellavista__Bellavista
PE.22.2203,El Dorado__El Dorado
PE.22.2207,Picota__Picota
PE.22.2210,Tocache__Tocache
PE.23.2302,Candarave__Candarave
PE.23.2303,Jorge Basadre__Jorge Basadre
PE.25.2502,Atalaya__Atalaya
PE.25.2503,Padre Abad__Padre Abad
PE.25.2504,Purus__Purus
PE.07.0701,Callao__Callao
PE.15.1501,Lima__Lima
PF.01.4033777,Punaauia__Punaauia
PF.01.4034400,Hitiaa O Te Ra__Hitiaa O Te Ra
PF.04.10295149,Fatu-Hiva__Fatu-Hiva
PF.04.10295183,Hiva-Oa__Hiva-Oa
PF.04.10295204,Nuku-Hiva__Nuku-Hiva
PF.04.10295205,Tahuata__Tahuata
PF.04.10295206,Ua Huka__Ua Huka
PF.04.10295207,Ua-Pou__Ua-Pou
PF.01.10295208,Arue__Arue
PF.01.10295209,Faaa__Faaa
PF.01.10295210,Mahina__Mahina
PF.01.10295211,Paea__Paea
PF.01.10295212,Papara__Papara
PF.01.10295213,Papeete__Papeete
PF.01.10295214,Pirae__Pirae
PF.03.10295215,Anaa__Anaa
PF.03.10295216,Arutua__Arutua
PF.03.10295217,Fakarava__Fakarava
PF.03.10295218,Fangatau__Fangatau
PF.03.10295219,Gambier__Gambier
PF.03.10295301,Hikueru__Hikueru
PF.03.10295307,Makemo__Makemo
PF.03.10295319,Manihi__Manihi
